"name","area","WDPAid","patchRichness","nPatches","stddev_WC","mean_WC","analysis_scale","shortName","fullName","country","latitude","longitude","Notes","nbsp","sing.sp","FRic","qual.FRic","FEve","FDiv","FDis","RaoQ","CWM.bodymass","CWM.Vertebrate","CWM.Invertebrate","CWM.Fish","CWM.Seed","CWM.Fruit","CWM.Root","CWM.Woody","CWM.Herbaceous","CWM.Nectar","CWM.aquatic","CWM.terrestrial","CWM.fossorial","CWM.arboreal","nLocomotor","nTrophic"
"Mahale Mts.National Park",1468.17431696778,7521,4,3,0.0378150609857261,0.702379745147267,20000,"Mahale Mountain NP","Mahale Mountain National Park","Tanzania",-6.2240708,29.9227042,"",55,55,4.97468953059235e-05,0.245927495326894,0.951638262837626,0.663899584004106,0.180260906036008,0.0367400579752669,192975.041454545,2.7843137254902,2.90196078431373,3.90196078431373,3.74509803921569,2.94117647058824,3.68627450980392,3.11764705882353,3.27450980392157,4,0,1,0,0,5,17
"Ruaha National Park",14567.7750982517,917,6,22,0.0909435631559597,0.403100650160997,20000,"Ruaha NP","Ruaha National Park","Tanzania",-7.5,35,"",51,51,5.7499790832693e-06,0.245927495326894,0.940003533649095,0.635931238754361,0.16650134961524,0.0325333013432218,211559.475098039,2.91836734693878,3.18367346938775,3.93877551020408,3.83673469387755,3.18367346938775,3.75510204081633,2.95918367346939,3.18367346938775,4,0,1,0,0,5,17
"Mikumi National Park",3232.56854937872,919,3,8,0.156668352429492,0.737259722638694,20000,"Mikumi NP","Mikumi National Park","Tanzania",-7.2,37.13,"",35,35,3.59475108206682e-07,0.245927495326894,0.969760383833563,0.625588609185261,0.164574981048494,0.0302634978992274,278806.303714286,2.82352941176471,3.32352941176471,4,3.79411764705882,3.23529411764706,3.67647058823529,2.85294117647059,2.94117647058824,4,0,1,0,0,4,15
"Kilimanjaro National Park",1856.13932950592,922,2,5,0.138661600489832,0.598712010774762,20000,"Kilimanjaro","Kilimanjaro","Tanzania",-3.06,37.33,"",19,19,1.10913240535875e-07,0.245927495326894,0.94117928030144,0.639781004729806,0.187041754369365,0.0375311844093512,391772.693684211,3.05555555555556,3.5,4,3.94444444444444,2.22222222222222,3.27777777777778,2.66666666666667,3.33333333333333,3.83333333333333,0,1,0,0,3,10
"Ngorongoro Conservation Area",8286.85439403613,555623796,6,12,0.195127851633574,0.345193666032189,20000,"Ngorongoro","Ngorongoro Crater ","Tanzania",-3.1617522,35.5876697,"",42,42,6.97829842253659e-07,0.245927495326894,0.960929376884827,0.628101006318365,0.16918512944968,0.0319468495316156,241781.512619048,2.75,3.075,3.825,3.925,3.15,3.8,2.925,3.05,4,0,1,0,0,5,15
"Talassemtane National Park",614.05363113184,17742,2,2,NA,NA,20000,"Talassamtane NP","Talassamtane National Park","Morocco",35.18,-5.21,"",14,14,9.28784671309444e-08,0.245927495326894,0.991275814266713,0.67694558737299,0.158762431087945,0.0288972785820705,15705.7,2.57142857142857,2.71428571428571,3.71428571428571,3.78571428571429,2.64285714285714,3.57142857142857,3.66666666666667,3.58333333333333,4,0,1,0,0,3,9
"Rukwa",2196.82285233562,301552,3,6,0.0294968422153663,0.505455144538723,20000,"Rukwa","Rukwa","Tanzania",-7.92,31.97,"",56,56,2.18731580589845e-05,0.245927495326894,0.924868109553709,0.651190162850225,0.164944598756478,0.0305609880535281,181563.919821429,2.88679245283019,3.24528301886792,3.88679245283019,3.75471698113208,3.07547169811321,3.71698113207547,3.20754716981132,2.9622641509434,4,0,1,0,0,5,17
"Gorongosa",3686.68853019709,801,2,9,0.132407248549018,0.671704018127942,20000,"Gorongosa NP","Gorongosa National Park","Mozambique",-18.83,34.51,"",53,53,1.77817106885058e-05,0.245927495326894,0.946404082608846,0.665260407217842,0.171020053072373,0.0327731807587129,136987.412971698,2.76470588235294,2.86274509803922,3.86274509803922,3.80392156862745,2.98039215686274,3.76470588235294,3.11764705882353,3.09803921568627,3.94117647058824,0,1,0,0,5,17
"Banhine",6066.47750031138,799,3,5,0.0749351168516664,0.466824505115348,20000,"BHINE","Banhine National Park","Mozambique",-22.826,32.864,"",54,54,1.00732891234667e-06,0.245927495326894,0.926908579625243,0.651709179675627,0.17066640162177,0.0328161985844715,171162.272361111,2.65384615384615,2.75,3.82692307692308,3.80769230769231,3.03846153846154,3.73076923076923,3.26923076923077,3.32692307692308,3.94230769230769,0,1,0,0,5,17
"Zinave",3901.5617671334,800,1,7,0.0475396389523631,0.59294263995628,20000,"Zinave","Zinave National Park","Mozambique",-21,33,"",62,62,6.33805438060753e-06,0.245927495326894,0.903879936417811,0.660969893215537,0.173464675856938,0.0337409724261931,161032.44625,2.86666666666667,2.93333333333333,3.86666666666667,3.81666666666667,3.03333333333333,3.7,3.25,3.06666666666667,3.95,0,1,0,0,5,17
"Niassa",42305.4109343714,555637447,3,30,0.119888881889788,0.555309099784719,20000,"Niassa GR","Niassa Game Reserve","Mozambique",-12.24,36.98,"",55,55,1.02777451145523e-06,0.245927495326894,0.893452351406932,0.67792208039683,0.168619877753154,0.032564985421173,159622.573227273,2.69811320754717,2.83018867924528,3.86792452830189,3.88679245283019,3.11320754716981,3.73584905660377,3.24528301886792,3.24528301886792,3.94339622641509,0,1,0,0,5,17
"Mweru Wantipa",3170.70226804403,1090,4,7,0.138385803366654,0.593966767843933,20000,"Mweru-Wantipa","Mweru-Wantipa","Zambia",-8.41,29.26,"",56,56,2.31014752139e-05,0.245927495326894,0.903863017387559,0.675709665400962,0.171149676261641,0.0336010322708885,89068.0624553571,2.64814814814815,2.83333333333333,3.81481481481481,3.83333333333333,3.09259259259259,3.77777777777778,3.31481481481481,3.18518518518519,4,0,1,0,0,5,17
"Kafue",22397.4459713434,1085,4,22,0.080412781422298,0.499617901017982,20000,"Kafue","Kafue","Zambia",-15.67,27,"",37,37,2.4345118245393e-07,0.245927495326894,0.936388578801624,0.624264418788716,0.161964025633425,0.0305594254492087,229567.696756757,2.8,3.17142857142857,3.88571428571429,3.74285714285714,3.22857142857143,3.74285714285714,3.51428571428571,2.94285714285714,4,0,1,0,0,4,14
"Kafue",22397.4459713434,1085,4,22,0.080412781422298,0.499617901017982,20000,"Kafue National Park","Kafue National Park","Zambia",-14.4420297,25.8521764,"",62,62,4.49512552109562e-06,0.245927495326894,0.896939380827202,0.645018828561507,0.172597333023058,0.0333425192888115,150878.218870968,2.86666666666667,3,3.86666666666667,3.71666666666667,3.15,3.7,3.4,3.01666666666667,4,0,1,0,0,5,17
"West Lunga",1786.23132426852,1093,1,6,0.0250661754514993,0.827336255021387,20000,"Lunga","West Lunga National Park","Zambia",-12.17,24.83,"",46,46,1.71723509137429e-05,0.245927495326894,0.926845582487063,0.642304310854667,0.174230038271661,0.0342967039363519,191797.129565217,2.77272727272727,3.13636363636364,3.88636363636364,3.84090909090909,2.79545454545455,3.65909090909091,3.15909090909091,2.86363636363636,4,0,1,0,0,5,16
"Kafue Flats",4766.49233957314,4091,4,8,0.0500511144648024,0.364304455058484,20000,"Kafue Flats","Kafue Flats","Zambia",-15.5,25.4,"",38,38,2.09505365151986e-07,0.245927495326894,0.965237840923769,0.625268981485884,0.15274918998548,0.0269993922445006,237590.807368421,2.88888888888889,3.33333333333333,3.88888888888889,3.83333333333333,3.30555555555556,3.77777777777778,3.22222222222222,2.61111111111111,4,0,1,0,0,4,13
"Chobe",10538.2800262787,600,3,12,0.0616603875767371,0.455543215227869,20000,"Chobe","Chobe National Park","Botswana",-18.54,24.5,"",58,58,2.86726741037333e-07,0.245927495326894,0.880559071632592,0.64445943098445,0.168133122442609,0.0304302764311634,237599.558103448,2.83636363636364,3.05454545454545,3.92727272727273,3.76363636363636,3.2,3.65454545454545,3.29090909090909,2.96363636363636,4,0,1,0,0,4,16
"Wadi El Rayan",1758.77072219576,30006,1,2,NA,NA,20000,"Wadi el Rayan","Wadi el Rayan","Egypt",29.2,30.28,"",14,14,1.57931815377621e-08,0.245927495326894,0.943637827374644,0.68421741540538,0.133358692324019,0.0205258818291149,9920.42285714286,2.42857142857143,2.85714285714286,3.78571428571429,4,3.21428571428571,3.78571428571429,3.58333333333333,3.33333333333333,4,0,1,0,0,2,9
"Omayed",690.74931065629,3020,1,4,NA,NA,20000,"El Omayed Biosphere","El Omayed Biosphere Reserve","Egypt",30.75,29.15,"",10,10,2.41160296396047e-10,0.245927495326894,0.915929233755549,0.692847253394622,0.148457238781063,0.0248211499544997,10512.266,2.4,3,3.7,4,3.2,3.7,3.44444444444444,3.11111111111111,4,0,1,0,0,2,7
"Nyika National Park",3106.62226629606,779,3,5,0.0868304636536806,0.608539908491535,20000,"Nyika","Nyika National Park","Malawi",-10.5,34,"",57,57,2.75812895713311e-05,0.245927495326894,0.907806249787324,0.66782273913431,0.173105842793649,0.0338188130712337,175585.98,2.8,3.05454545454545,3.85454545454545,3.76363636363636,3,3.67272727272727,3.18181818181818,2.89090909090909,4,0,1,0,0,5,17
"Kasungu National Park",2369.50896929265,780,2,5,0.027680807722575,0.615567797080033,20000,"Kasunga","Kasungu National Park","Malawi",-13,33.2,"",67,67,2.86934149129755e-05,0.245927495326894,0.86076778885884,0.668719401296306,0.168008164514064,0.0319357420906827,167438.501902985,2.76923076923077,2.95384615384615,3.87692307692308,3.84615384615385,3.2,3.76923076923077,3.16923076923077,3.06153846153846,4,0,1,0,0,5,17
"Lengwe National Park",931.480562329122,2315,1,4,0.0241240262985229,0.45382114500977,20000,"Lengwe/Mwabvi","Lengwe National Park/Mwabvi National Park","Malawi",-16.5,34,"",62,62,4.82020976314326e-06,0.245927495326894,0.871385089891764,0.662543161905692,0.17278279247577,0.0336493272943447,161309.263024194,2.66666666666667,2.78333333333333,3.86666666666667,3.83333333333333,3.08333333333333,3.75,3.25,3.18333333333333,3.95,0,1,0,0,5,17
"Vwaza Marsh Wildlife Reserve",985.320437797011,4648,2,2,0.029190286467346,0.454824522137642,20000,"Vwaza Marsh WR","Vwaza Marsh WR","Malawi",-11,33.45,"",55,55,2.5347045785329e-05,0.245927495326894,0.900044879960387,0.670354958992313,0.167593792797078,0.0323293927824328,133328.8025,2.67924528301887,2.88679245283019,3.86792452830189,3.81132075471698,3.13207547169811,3.77358490566038,3.18867924528302,3.18867924528302,4,0,1,0,0,5,17
"Parc W Niger",2220.18873531027,818,1,7,0.0325884921092411,0.227241533824019,20000,"W' du Niger NP","W' du Niger National Park","Niger",12.52,2.66,"",44,44,6.39016778083185e-07,0.245927495326894,0.917730346701803,0.67545646030245,0.164937756545596,0.0315785746813181,138462.741761364,2.55813953488372,3.02325581395349,3.83720930232558,3.7906976744186,3.09302325581395,3.81395348837209,3.27906976744186,2.95348837209302,4,0,1,0,0,4,15
"Réserve totale de faune de Tamou",791.645088983402,2331,1,3,0.0415255799889565,0.231768247039839,20000,"Tamou","Tamou Total Reserve","Niger",12.62,2.31,"",43,43,5.82254802006934e-07,0.245927495326894,0.915780772266197,0.671573209685508,0.161159414625641,0.0308183900743946,85305.3669186046,2.55813953488372,3.02325581395349,3.83720930232558,3.7906976744186,3.16279069767442,3.88372093023256,3.34883720930233,2.95348837209302,4,0,1,0,0,4,15
"Addax Sanctuary",12781.6819827768,72350,1,9,NA,NA,20000,"Addax","Addax Sanctuary","Niger",19.31,9.37,"",16,16,2.1643788874646e-08,0.245927495326894,0.991342337259971,0.656270189246016,0.128174655557663,0.0221946648537327,24486.93875,2.4375,3.125,3.8125,3.8125,3.5,4,3.21428571428571,3.21428571428571,4,0,1,0,0,2,8
"Chambi",67.2847408954823,4486,1,1,NA,NA,20000,"Chambi NP","Chambi National Park","Tunisia",35.18,8.71,"",16,16,6.13835357699176e-08,0.245927495326894,0.993296291005029,0.661656648726497,0.155065513253211,0.028124367906583,19670.571875,2.375,2.6875,3.5625,3.8125,3,3.625,3.64285714285714,3.28571428571429,4,0,1,0,0,3,11
"Liwonde National Park",507.102346246761,2316,2,2,0,0.468269376429969,20000,"Liwonde","Liwonde National Park","Malawi",-14.87,35.34,"",37,37,6.83207785199631e-08,0.245927495326894,0.942928601372816,0.632208055572545,0.16543288167605,0.0307401733852455,242512.621351351,3.05555555555556,3.38888888888889,3.88888888888889,3.75,3.11111111111111,3.61111111111111,3,2.86111111111111,4,0,1,0,0,5,16
"Majete Wildlife Reserve",707.194510835127,2319,1,1,0.0192706435918808,0.478006066931268,20000,"Majete WR","Majete WR","Malawi",-15.56,34.35,"",53,53,2.17978308554309e-05,0.245927495326894,0.919148502957128,0.663158334016081,0.174075116809897,0.0347740445487265,131177.844481132,2.58823529411765,2.74509803921569,3.86274509803922,3.80392156862745,2.98039215686274,3.76470588235294,3.15686274509804,3.33333333333333,3.94117647058824,0,1,0,0,5,17
"Réserve partielle de faune d'Ansongo-Ménaka",15276.0288271488,2327,2,12,0.00208587143503098,0.007348387360395,30000,"Reserve Temporaire","Reserve Temporaire de Faune d'Ansongo-Menaka","Mali",15.55,1.7,"",25,25,6.27268318265977e-08,0.245927495326894,0.956758586712921,0.683163227440067,0.164167606801619,0.0328249957841137,54376.6495,2.52,2.64,3.72,3.76,3.08,3.88,3.5,3.5,4,0,1,0,0,4,9
"Kibira",479.59184066615,9161,1,1,0,0.75012781514841,30000,"Kibira NP","Kibira National Park","Burundi",-3.6,29.32,"",65,65,0.000226245128548377,0.245927495326894,0.925245954549226,0.657106393423176,0.18485172765217,0.0376064064559814,45902.6227820513,2.83606557377049,2.9344262295082,3.85245901639344,3.81967213114754,2.72131147540984,3.72131147540984,3.19672131147541,3.18032786885246,4,0,1,0,0,5,17
"Waza",1412.65424568481,608,2,2,0,0.28415345456732,30000,"Waza NP","Waza National Park","Cameroon",11.29,14.69,"",42,42,4.53942512566591e-07,0.245927495326894,0.913814433648529,0.680212884434442,0.15904261156453,0.0290725304574292,163521.874464286,2.5609756097561,2.97560975609756,3.85365853658537,3.85365853658537,3.19512195121951,3.80487804878049,3.24390243902439,3.04878048780488,4,0,1,0,0,3,15
"Mbam et Djerem",4306.80278790466,20166,2,4,0.0424790718409742,0.738348181412472,30000,"Mbam et Djerem NP","Mbam et Djerem National Park","Cameroon",5.86,12.77,"",47,47,0.000139507082796989,0.245927495326894,0.925796156440689,0.669412983776438,0.187801023159535,0.0384613267569551,42382.6413297872,2.71739130434783,2.8695652173913,3.78260869565217,3.80434782608696,2.71739130434783,3.69565217391304,3.30434782608696,3.08695652173913,4,0,1,0,0,5,17
"Boumba Bek",2374.35572680993,308624,1,3,0.00251883268356323,0.879805487502052,30000,"Boumba Bek/Neki NP","Boumba Bek/Neki National Parl","Cameroon",2.51,14.72,"",48,48,7.76322953228067e-05,0.245927495326894,0.839433172056589,0.667917694442937,0.203724609108446,0.0453721023701846,116094.368645833,2.76086956521739,2.84782608695652,3.80434782608696,3.54347826086956,2.04347826086957,3.67391304347826,3.21739130434783,3.39130434782609,4,0,1,0,0,5,13
"Korup",1268.07286343403,20058,1,2,0,0.732939963234204,30000,"Korup NP","Korup National Park","Cameroon",5.1,8.51,"",44,44,0.000102201491865353,0.245927495326894,0.796327481171723,0.674128674856174,0.201446862848154,0.0438100301149514,113382.85,2.69767441860465,2.67441860465116,3.83720930232558,3.62790697674419,2.11627906976744,3.6046511627907,3.37209302325581,3.44186046511628,4,0,1,0,0,5,12
"Campo-Ma'an",2621.8886663592,1242,2,4,0.0769175291061401,0.84250402759305,30000,"Campo Ma'an NP","Campo Ma'an National Park","Cameroon",2.46,10.3,"",48,48,8.95948292854095e-05,0.245927495326894,0.82556964242677,0.667649133637201,0.203521386235196,0.0451326900376008,143343.4909375,2.73913043478261,2.91304347826087,3.8695652173913,3.54347826086956,1.97826086956522,3.67391304347826,3.21739130434783,3.28260869565217,4,0,1,0,0,5,13
"Yankari",2397.21555272932,1332,2,2,0.0130100858836357,0.265478052647717,30000,"Yankari","Yankari Game Reserve","Nigeria",9.826286,10.5296115,"",37,37,2.14469042910386e-06,0.245927495326894,0.956424013785137,0.633397128147432,0.171747774536098,0.0331481331359171,202751.50972973,2.61111111111111,3.13888888888889,3.91666666666667,3.66666666666667,2.97222222222222,3.69444444444444,3.13888888888889,2.66666666666667,4,0,1,0,0,4,14
"W (Benin)",5806.17191365083,12201,2,5,0.0358734810894837,0.290085570613903,30000,"Benin","Benin City","Nigeria",6.5,5.5,"",30,30,9.61176620106435e-05,0.245927495326894,0.8349438551158,0.659390344742029,0.204822601234343,0.0463621482192282,137357.489666667,2.60714285714286,2.64285714285714,3.82142857142857,3.57142857142857,1.75,3.46428571428571,3.46428571428571,3.46428571428571,4,0,1,0,0,5,13
"Kidepo Valley",1437.23245553074,958,1,1,0,0.473073667878114,30000,"Kidepo","Kidepo National Park","Uganda",3.86,33.8,"Kidepo Valley",45,45,9.63002625395673e-07,0.245927495326894,0.899731890257009,0.648790456449758,0.154287424715283,0.0270938103982127,201050.170444444,3.02325581395349,3.2093023255814,4,3.86046511627907,3.2093023255814,3.86046511627907,2.83720930232558,2.95348837209302,4,0,1,0,0,4,14
"Rwenzori Mountains",998.905644444759,18438,1,1,0.0309214890003204,0.703647479522143,30000,"Rwenzori NP","Rwenzori National Park","Uganda",0.13,30,"",49,49,4.95156395829909e-05,0.245927495326894,0.955183015708505,0.66638968326955,0.18866798857321,0.0394173818611476,153911.485663265,2.77083333333333,2.89583333333333,3.875,3.66666666666667,2.64583333333333,3.72916666666667,3.33333333333333,3.125,4,0,1,0,0,5,16
"Kibale",792.224748326657,40002,1,1,0,0.733787821012762,30000,"Kibale NP","Kibale National Park","Uganda",0.53,30.38,"",72,72,0.000271946601435198,0.245927495326894,0.852330892705957,0.668227081100016,0.186081485540456,0.0390127690536494,112950.675104167,2.76470588235294,2.80882352941176,3.80882352941176,3.82352941176471,2.67647058823529,3.69117647058824,3.27941176470588,3.17647058823529,4,0,1,0,0,5,17
"Murchison Falls",3895.11626338592,956,5,6,0.0947949571841216,0.624348017381171,30000,"Kabalega/Murchison","Kabalega/Murchison Falls National Park","Uganda",2.25,31.8,"",44,44,8.80988907730515e-05,0.245927495326894,0.964997149451443,0.65050807650726,0.186368429154908,0.0390135002859374,185168.896363636,2.79545454545455,3.04545454545455,3.84090909090909,3.59090909090909,2.72727272727273,3.72727272727273,3.29545454545455,2.95454545454545,4,0,1,0,0,5,16
"Fada Archei",1745.53266343474,9033,1,2,NA,NA,30000,"Fada Archei FR","Fada Archei Faunal Reserve","Chad",16.96,21.4,"",20,20,6.20850865178792e-08,0.245927495326894,0.889214049228448,0.675200946773829,0.136160327632223,0.0233715576554336,19198.395375,2.45,2.95,3.85,3.85,3.2,3.85,3.55555555555556,3.5,4,0,1,0,0,3,10
"Mandelia",1321.29839745131,5166,1,2,0.0210775882005692,0.377531456383499,30000,"Mandelia","Mandelia Faunal Reserve","Chad",11.56,15.22,"",48,48,4.85712155486711e-07,0.245927495326894,0.9133999321298,0.673734111836619,0.159921580681452,0.0295682019137217,70162.7668229167,2.53191489361702,2.91489361702128,3.78723404255319,3.80851063829787,3.23404255319149,3.8936170212766,3.34042553191489,3.04255319148936,4,0,1,0,0,4,16
"Binder-Léré",1133.53653160855,5168,2,2,0,0.327358668901511,30000,"Binder","Binder Faunal Reserve","Chad",9.63,14.41,"",43,43,1.89444282380408e-06,0.245927495326894,0.920763935178982,0.660982755966811,0.167380327275562,0.031992649493782,53081.1001744186,2.54761904761905,2.90476190476191,3.76190476190476,3.78571428571429,3.04761904761905,3.80952380952381,3.40476190476191,3.14285714285714,4,0,1,0,0,5,15
